hora_autorizacao,carrier_vtex,categoria produto,region,distancia,uf,dia da semana,cd_origem,City,categoria_distancia,dias_entrega2,prediction_label,prediction_dias_entrega,diff_day_auth_to_estimated2,baseline_otif,gap_baseline,OTIF_Previsto,gap_predict,dias_transportadora,prediction_dias_transportadora,gap_predict_transportadora
14.0,Bertolini,adega,Norte,1652951700000000.0,TO,5.0,jl,portonacional,muitodistante,12,12.71183331676924,13.0,31,1,19,1,1.0,10.0,11.0,1.0
18.0,Bertolini,kit,Norte,2679220000000000.0,PA,5.0,jl,belem,muitodistante,13,13.45386000905339,13.0,31,1,18,1,0.0,11.0,12.0,1.0
18.0,Bertolini,purificador,Norte,2.3811275e+16,RO,5.0,jl,novamamore,muitodistante,15,13.815192262573508,14.0,37,1,22,0,-1.0,13.0,12.0,-1.0
9.0,Bertolini,adega,Norte,2679220000000000.0,PA,6.0,jl,belem,muitodistante,12,11.934400577886304,12.0,30,1,18,1,0.0,11.0,11.0,0.0
11.0,Bertolini,aspirador,Norte,2679220000000000.0,PA,6.0,jl,belem,muitodistante,12,11.943335615969847,12.0,30,1,18,1,0.0,11.0,11.0,0.0
19.0,Bertolini,conjunto,Norte,2679220000000000.0,PA,6.0,jl,belem,muitodistante,15,12.494603645861552,12.0,30,1,15,0,-3.0,14.0,12.0,-2.0
20.0,Bertolini,purificador,Norte,1949039100000000.0,PA,4.0,jl,redencao,muitodistante,13,13.380926040875618,13.0,41,1,28,1,0.0,10.0,11.0,1.0
20.0,Bertolini,purificador,Norte,2679220000000000.0,PA,4.0,jl,belem,muitodistante,14,13.522454751896085,14.0,32,1,18,1,0.0,11.0,11.0,0.0
20.0,Bertolini,forno,Norte,2.0844236e+16,RO,4.0,jl,saomigueldoguapore,muitodistante,19,15.424120276174726,15.0,37,1,18,0,-4.0,16.0,13.0,-3.0
22.0,Bertolini,depurador,Norte,2679220000000000.0,PA,6.0,jl,belem,muitodistante,14,12.154948084962182,12.0,31,1,17,0,-2.0,13.0,12.0,-1.0
9.0,Bertolini,purificador,Norte,2679220000000000.0,PA,0.0,jl,belem,muitodistante,13,11.79435337104611,12.0,30,1,17,0,-1.0,13.0,11.0,-2.0
9.0,Bertolini,purificador,Norte,2.4696582e+16,PA,0.0,jl,itaituba,muitodistante,16,13.167419909100783,13.0,37,1,21,0,-3.0,16.0,13.0,-3.0
11.0,Bertolini,purificador,Norte,2679220000000000.0,PA,0.0,jl,belem,muitodistante,11,11.823499078663335,12.0,30,1,19,1,1.0,11.0,11.0,0.0
18.0,Azul,kit,Norte,2.1660074e+16,PA,0.0,jl,parauapebas,muitodistante,6,6.335936129538609,6.0,13,1,7,1,0.0,5.0,5.0,0.0
12.0,Azul,kit,Norte,2849373600000000.0,TO,5.0,jl,palmas,curtadistancia,9,6.480573015514476,6.0,24,1,15,0,-3.0,6.0,5.0,-1.0
15.0,Bertolini,aspirador,Norte,2.514724e+16,PA,0.0,jl,paragominas,muitodistante,14,12.046480709744205,12.0,42,1,28,0,-2.0,13.0,12.0,-1.0
23.0,Bertolini,purificador,Norte,2679220000000000.0,PA,0.0,jl,belem,muitodistante,11,12.990374308214978,13.0,30,1,19,1,2.0,10.0,12.0,2.0
12.0,Bertolini,aspirador,Norte,2043675800000000.0,TO,1.0,jl,araguaina,muitodistante,6,10.913424784322387,11.0,33,1,27,1,5.0,6.0,11.0,5.0
12.0,Bertolini,purificador,Norte,1812236400000000.0,RO,1.0,jl,coloradodooeste,muitodistante,21,15.025733965749705,15.0,36,1,15,0,-6.0,21.0,14.0,-7.0
12.0,Bertolini,adega,Norte,274201500000000.0,AM,1.0,jl,manaus,muitodistante,22,19.48295210676391,19.0,41,1,19,0,-3.0,22.0,19.0,-3.0
8.0,Azul,purificador,Norte,2260147600000000.0,RO,1.0,jl,ariquemes,muitodistante,7,6.453298350699487,6.0,13,1,6,0,-1.0,7.0,6.0,-1.0
8.0,Azul,filtro/refil,Norte,2.849437e+16,AP,1.0,jl,macapa,muitodistante,6,5.7993706287313636,6.0,12,1,6,1,0.0,6.0,5.0,-1.0
17.0,Mira,lava,Norte,274201500000000.0,AM,0.0,jl,manaus,muitodistante,22,21.408908959498678,21.0,29,1,7,0,-1.0,21.0,20.0,-1.0
16.0,Mira,lava,Norte,274201500000000.0,AM,0.0,jl,manaus,muitodistante,22,21.30636383667309,21.0,29,1,7,0,-1.0,21.0,20.0,-1.0
22.0,Mira,lava,Norte,274201500000000.0,AM,0.0,jl,manaus,muitodistante,22,21.235498604517385,21.0,29,1,7,0,-1.0,21.0,20.0,-1.0
17.0,Mira,maquina,Norte,1.7093918e+16,TO,0.0,jl,paraisodotocantins,muitodistante,13,12.378897025951602,12.0,28,1,15,0,-1.0,12.0,11.0,-1.0
22.0,Mira,kit,Norte,2679220000000000.0,PA,0.0,jl,belem,muitodistante,9,12.141427585847678,12.0,16,1,7,1,3.0,8.0,11.0,3.0
4.0,Mira,coifa,Norte,1.7093918e+16,TO,1.0,jl,paraisodotocantins,muitodistante,13,12.315524724342168,12.0,28,1,15,0,-1.0,13.0,11.0,-2.0
19.0,Bertolini,purificador,Norte,1.4651737e+16,AC,1.0,jl,riobranco,longadistancia,15,15.761845894220267,16.0,36,1,21,1,1.0,14.0,15.0,1.0
1.0,Bertolini,aspirador,Norte,2679220000000000.0,PA,2.0,jl,belem,muitodistante,12,12.259481903649485,12.0,33,1,21,1,0.0,12.0,12.0,0.0
21.0,Bertolini,purificador,Norte,2679220000000000.0,PA,1.0,jl,belem,muitodistante,13,12.723743158265137,13.0,33,1,20,1,0.0,12.0,12.0,0.0
8.0,Bertolini,coifa,Norte,2.699454e+16,PA,2.0,jl,castanhal,muitodistante,13,11.874881068753803,12.0,33,1,20,0,-1.0,13.0,12.0,-1.0
12.0,Bertolini,cooktop,Norte,2529602600000000.0,RO,2.0,jl,novacalifornia,muitodistante,15,12.713044670219624,13.0,34,1,19,0,-2.0,15.0,12.0,-3.0
13.0,Mira,coifa,Norte,2043675800000000.0,TO,1.0,jl,araguaina,muitodistante,13,12.545747351067938,13.0,19,1,6,1,0.0,12.0,12.0,0.0
15.0,Azul,lavadora,Norte,2.4189735e+16,RO,1.0,jl,portovelho,muitodistante,5,7.141847362613641,7.0,12,1,7,1,2.0,4.0,6.0,2.0
16.0,Azul,depurador,Norte,3.3815764e+16,RR,1.0,jl,boavista,muitodistante,8,8.515958848573755,9.0,12,1,4,1,1.0,7.0,8.0,1.0
16.0,Azul,purificador,Norte,2.4189735e+16,RO,1.0,jl,portovelho,muitodistante,5,7.141847362613641,7.0,12,1,7,1,2.0,4.0,6.0,2.0
19.0,Azul,bebedouro,Norte,2.1660074e+16,PA,1.0,jl,parauapebas,muitodistante,5,6.478296118715548,6.0,13,1,8,1,1.0,4.0,5.0,1.0
8.0,Azul,purificador,Norte,2.4189735e+16,RO,2.0,jl,portovelho,muitodistante,4,6.427930336812292,6.0,12,1,8,1,2.0,4.0,6.0,2.0
10.0,Azul,cooktop,Norte,2.2415997e+16,PA,2.0,jl,maraba,muitodistante,6,5.61461968737872,6.0,13,1,7,1,0.0,6.0,5.0,-1.0
15.0,Azul,cooktop,Norte,2.699454e+16,PA,2.0,jl,castanhal,muitodistante,6,6.170696723129902,6.0,12,1,6,1,0.0,5.0,5.0,0.0
16.0,Azul,airfryer,Norte,2.4189735e+16,RO,2.0,jl,portovelho,muitodistante,4,7.006176778692687,7.0,12,1,8,1,3.0,3.0,6.0,3.0
16.0,Azul,lavadora,Norte,2.699454e+16,PA,2.0,jl,castanhal,muitodistante,6,6.170696723129902,6.0,12,1,6,1,0.0,5.0,5.0,0.0
19.0,Azul,lavadora,Norte,268625700000000.0,PA,2.0,jl,alenquer,muitodistante,8,6.6227109070172006,7.0,19,1,11,0,-1.0,7.0,5.0,-2.0
11.0,Azul,aspirador,Norte,2.699454e+16,PA,3.0,jl,castanhal,muitodistante,5,5.955707462031249,6.0,12,1,7,1,1.0,5.0,5.0,0.0
11.0,Azul,purificador,Norte,2849373600000000.0,TO,3.0,jl,palmas,curtadistancia,4,5.228189650313148,5.0,10,1,6,1,1.0,4.0,5.0,1.0
12.0,Azul,airfryer,Norte,2.1660074e+16,PA,3.0,jl,parauapebas,muitodistante,5,6.131623423372096,6.0,13,1,8,1,1.0,5.0,6.0,1.0
12.0,Azul,aspirador,Norte,2.4189735e+16,RO,3.0,jl,portovelho,muitodistante,4,7.317792763979732,7.0,12,1,8,1,3.0,4.0,7.0,3.0
16.0,Mira,maquina,Norte,274201500000000.0,AM,2.0,jl,manaus,muitodistante,27,22.296316505724214,22.0,32,1,5,0,-5.0,26.0,21.0,-5.0
17.0,Mira,lava,Norte,274201500000000.0,AM,2.0,jl,manaus,muitodistante,25,22.442230049499194,22.0,32,1,7,0,-3.0,24.0,21.0,-3.0
13.0,Mira,lava,Norte,274201500000000.0,AM,2.0,jl,manaus,muitodistante,25,21.80212976984944,22.0,32,1,7,0,-3.0,24.0,21.0,-3.0
13.0,Bertolini,adega,Norte,2679220000000000.0,PA,2.0,jl,belem,muitodistante,12,12.504256031741207,13.0,33,1,21,1,1.0,11.0,12.0,1.0
16.0,Bertolini,lava-loucas,Norte,2118299100000000.0,PA,2.0,jl,canaadoscarajas,muitodistante,14,13.442090697181865,13.0,33,1,19,0,-1.0,13.0,14.0,1.0
23.0,Bertolini,adega,Norte,2679220000000000.0,PA,2.0,jl,belem,muitodistante,12,13.582575368557281,14.0,33,1,21,1,2.0,11.0,12.0,1.0
23.0,Bertolini,purificador,Norte,1.4651737e+16,AC,2.0,jl,riobranco,longadistancia,18,16.416362595159384,16.0,36,1,18,0,-2.0,17.0,16.0,-1.0
10.0,Bertolini,airfryer,Norte,1.4651737e+16,AC,3.0,jl,riobranco,longadistancia,17,16.187135198408438,16.0,39,1,22,0,-1.0,17.0,15.0,-2.0
13.0,Azul,purificador,Norte,2260147600000000.0,RO,3.0,jl,ariquemes,muitodistante,10,6.900339685423786,7.0,13,1,3,0,-3.0,9.0,6.0,-3.0
17.0,Azul,filtro/refil,Norte,2689824200000000.0,PA,3.0,jl,ananindeua,muitodistante,7,6.74594713282614,7.0,11,1,4,1,0.0,6.0,5.0,-1.0
18.0,Azul,lavadora,Norte,2.7346594e+16,PA,3.0,jl,oriximina,muitodistante,3,6.756861761336351,7.0,19,1,16,1,4.0,2.0,5.0,3.0
16.0,Azul,lavadora,Norte,2.4189735e+16,RO,2.0,jl,portovelho,muitodistante,7,7.156328457303381,7.0,14,1,7,1,0.0,5.0,7.0,2.0
21.0,Azul,aspirador,Norte,2.1660074e+16,PA,3.0,jl,parauapebas,muitodistante,10,7.781050964443675,8.0,13,1,3,0,-2.0,9.0,6.0,-3.0
12.0,Azul,airfryer,Norte,2849373600000000.0,TO,4.0,jl,palmas,curtadistancia,5,5.791243754158538,6.0,10,1,5,1,1.0,5.0,5.0,0.0
12.0,Azul,aspirador,Norte,274201500000000.0,AM,4.0,jl,manaus,muitodistante,5,6.566660992687843,7.0,9,1,4,1,2.0,5.0,6.0,1.0
18.0,Bertolini,purificador,Norte,2679220000000000.0,PA,3.0,jl,belem,muitodistante,19,13.496340469786203,13.0,33,1,14,0,-6.0,18.0,13.0,-5.0
21.0,Bertolini,purificador,Norte,2.514724e+16,PA,3.0,jl,paragominas,muitodistante,13,13.118920184940105,13.0,42,1,29,1,0.0,12.0,13.0,1.0
10.0,Bertolini,aspirador,Norte,2679220000000000.0,PA,5.0,jl,belem,muitodistante,17,13.327127708821681,13.0,32,1,15,0,-4.0,17.0,12.0,-5.0
19.0,Mira,lava,Norte,274201500000000.0,AM,4.0,jl,manaus,muitodistante,25,22.712915853850852,23.0,32,1,7,0,-2.0,24.0,21.0,-3.0
22.0,Mira,lava-loucas,Norte,2043675800000000.0,TO,4.0,jl,araguaina,muitodistante,12,13.768857697362764,14.0,19,1,7,1,2.0,11.0,12.0,1.0
23.0,Mira,lava-loucas,Norte,2679220000000000.0,PA,4.0,jl,belem,muitodistante,17,13.81173194460617,14.0,19,1,2,0,-3.0,16.0,12.0,-4.0
15.0,Azul,cooktop,Norte,3.3815764e+16,RR,4.0,jl,boavista,muitodistante,9,9.069928919393089,9.0,12,1,3,1,0.0,8.0,7.0,-1.0
18.0,Azul,bebedouro,Norte,2631861200000000.0,PA,4.0,jl,santarem,muitodistante,9,7.059872769825388,7.0,16,1,7,0,-2.0,8.0,5.0,-3.0
18.0,Azul,purificador,Norte,2.699454e+16,PA,4.0,jl,castanhal,muitodistante,5,6.4415937078922,6.0,12,1,7,1,1.0,4.0,5.0,1.0
11.0,Azul,kit,Norte,2.2415997e+16,PA,5.0,jl,maraba,muitodistante,4,7.0218784104993395,7.0,15,1,11,1,3.0,4.0,5.0,1.0
16.0,Bertolini,lava-loucas,Norte,2679220000000000.0,PA,5.0,jl,belem,muitodistante,17,13.652775102817326,14.0,32,1,15,0,-3.0,16.0,12.0,-4.0
19.0,Bertolini,lava-loucas,Norte,2679220000000000.0,PA,5.0,jl,belem,muitodistante,16,13.70770734494596,14.0,32,1,16,0,-2.0,15.0,12.0,-3.0
14.0,Mira,freezer,Norte,2679220000000000.0,PA,6.0,jl,belem,muitodistante,14,12.094603227405393,12.0,17,1,3,0,-2.0,14.0,11.0,-3.0
16.0,Azul,filtro/refil,Norte,2849373600000000.0,TO,5.0,jl,palmas,curtadistancia,5,6.125604516594793,6.0,9,1,4,1,1.0,4.0,4.0,0.0
16.0,Azul,cooktop,Norte,2.699454e+16,PA,5.0,jl,castanhal,muitodistante,8,6.314422032757785,6.0,11,1,3,0,-2.0,7.0,5.0,-2.0
10.0,Azul,purificador,Norte,2849373600000000.0,TO,6.0,jl,palmas,curtadistancia,3,5.006991958330503,5.0,8,1,5,1,2.0,3.0,4.0,1.0
11.0,Azul,aspirador,Norte,2631861200000000.0,PA,6.0,jl,santarem,muitodistante,8,6.356187607139551,6.0,14,1,6,0,-2.0,8.0,5.0,-3.0
12.0,Azul,purificador,Norte,1818140000000000.0,RO,6.0,jl,vilhena,muitodistante,4,7.197604148847784,7.0,10,1,6,1,3.0,4.0,7.0,3.0
17.0,Bertolini,purificador,Norte,2679220000000000.0,PA,6.0,jl,belem,muitodistante,15,12.350524085881393,12.0,31,1,16,0,-3.0,14.0,11.0,-3.0
19.0,Bertolini,filtro/refil,Norte,2672516000000000.0,PA,6.0,jl,barcarena,muitodistante,15,17.571200040361628,18.0,37,1,22,1,3.0,14.0,15.0,1.0
20.0,Bertolini,depurador,Norte,2672516000000000.0,PA,6.0,jl,barcarena,muitodistante,15,17.46167425532181,17.0,37,1,22,1,2.0,14.0,15.0,1.0
13.0,Bertolini,kit,Norte,2679220000000000.0,PA,4.0,jl,belem,muitodistante,25,14.653920626715248,15.0,48,1,23,0,-10.0,15.0,12.0,-3.0
13.0,Bertolini,purificador,Norte,2679220000000000.0,PA,0.0,jl,belem,muitodistante,14,12.045477318316198,12.0,31,1,17,0,-2.0,14.0,11.0,-3.0
17.0,Azul,depurador,Norte,2.4189735e+16,RO,6.0,jl,portovelho,muitodistante,4,7.0920414936825225,7.0,10,1,6,1,3.0,3.0,6.0,3.0
10.0,Azul,purificador,Norte,2849373600000000.0,TO,0.0,jl,palmas,curtadistancia,3,4.5973494572341,5.0,8,1,5,1,2.0,3.0,4.0,1.0
13.0,Azul,depurador,Norte,3.3815764e+16,RR,0.0,jl,boavista,muitodistante,7,7.765753152755625,8.0,13,1,6,1,1.0,7.0,8.0,1.0
16.0,Bertolini,purificador,Norte,2.4189735e+16,RO,0.0,jl,portovelho,muitodistante,13,12.408473959569147,12.0,35,1,22,0,-1.0,12.0,12.0,0.0
10.0,Bertolini,depurador,Norte,2679220000000000.0,PA,1.0,jl,belem,muitodistante,14,12.210993942431514,12.0,34,1,20,0,-2.0,14.0,12.0,-2.0
15.0,Mira,forno,Norte,1.7792153e+16,TO,0.0,jl,miracemadotocantins,muitodistante,14,14.12661486998015,14.0,30,1,16,1,0.0,13.0,13.0,0.0
16.0,Mira,maquina,Norte,2689824200000000.0,PA,0.0,jl,ananindeua,muitodistante,21,11.584603287253955,12.0,20,0,-1,0,-9.0,20.0,11.0,-9.0
11.0,Azul,airfryer,Norte,274201500000000.0,AM,1.0,jl,manaus,muitodistante,5,4.9154088698629135,5.0,7,1,2,1,0.0,5.0,5.0,0.0
11.0,Azul,airfryer,Norte,274201500000000.0,AM,1.0,jl,manaus,muitodistante,5,4.9154088698629135,5.0,7,1,2,1,0.0,5.0,5.0,0.0
13.0,Azul,purificador,Norte,274201500000000.0,AM,0.0,jl,manaus,muitodistante,6,5.637284921283988,6.0,7,1,1,1,0.0,5.0,5.0,0.0
15.0,Azul,purificador,Norte,2.4189735e+16,RO,0.0,jl,portovelho,muitodistante,6,6.970308833389479,7.0,13,1,7,1,1.0,5.0,6.0,1.0
15.0,Azul,purificador,Norte,2.1660074e+16,PA,0.0,jl,parauapebas,muitodistante,7,6.481063164094426,6.0,14,1,7,0,-1.0,6.0,6.0,0.0
16.0,Azul,aspirador,Norte,2689824200000000.0,PA,0.0,jl,ananindeua,muitodistante,4,6.498154855473216,6.0,9,1,5,1,2.0,3.0,6.0,3.0
18.0,Azul,purificador,Norte,2502358500000000.0,PA,0.0,jl,altamira,muitodistante,8,7.382461176181273,7.0,14,1,6,0,-1.0,7.0,7.0,0.0
18.0,Azul,conjunto,Norte,1818140000000000.0,RO,0.0,jl,vilhena,muitodistante,7,7.060857317525338,7.0,13,1,6,1,0.0,6.0,6.0,0.0
8.0,Azul,panela,Norte,274201500000000.0,AM,1.0,jl,manaus,muitodistante,5,5.176134028696108,5.0,7,1,2,1,0.0,5.0,5.0,0.0
12.0,Azul,purificador,Norte,3.3815764e+16,RR,1.0,jl,boavista,muitodistante,7,8.02625956788845,8.0,13,1,6,1,1.0,7.0,8.0,1.0
12.0,Azul,purificador,Norte,3.3815764e+16,RR,1.0,jl,boavista,muitodistante,7,8.02625956788845,8.0,13,1,6,1,1.0,7.0,8.0,1.0
12.0,Azul,adega,Norte,2.699454e+16,PA,1.0,jl,castanhal,muitodistante,6,5.479272127304275,5.0,13,1,7,0,-1.0,6.0,5.0,-1.0
16.0,Rodonaves,aspirador,Norte,7499923400000000.0,AC,1.0,jl,pelotas,longadistancia,5,8.080180895525764,8.0,19,1,14,1,3.0,5.0,7.0,2.0
16.0,Bertolini,filtro/refil,Norte,2679220000000000.0,PA,1.0,jl,belem,muitodistante,14,12.585571675550744,13.0,34,1,20,0,-1.0,13.0,12.0,-1.0
22.0,Bertolini,adega,Norte,2.4189735e+16,RO,1.0,jl,portovelho,muitodistante,10,12.793545455783256,13.0,35,1,25,1,3.0,9.0,12.0,3.0
7.0,Bertolini,purificador,Norte,2679220000000000.0,PA,2.0,jl,belem,muitodistante,13,12.339653589373311,12.0,34,1,21,0,-1.0,13.0,12.0,-1.0
11.0,Bertolini,coifa,Norte,2.849437e+16,AP,1.0,jl,macapa,muitodistante,19,17.665804268472776,18.0,36,1,17,0,-1.0,18.0,17.0,-1.0
19.0,Bertolini,depurador,Norte,2738149800000000.0,PA,1.0,jl,augustocorrea,muitodistante,20,17.092328585538542,17.0,42,1,22,0,-3.0,19.0,16.0,-3.0
18.0,Azul,purificador,Norte,2849373600000000.0,TO,1.0,jl,palmas,curtadistancia,6,5.749000903467849,6.0,8,1,2,1,0.0,5.0,5.0,0.0
23.0,Azul,panela,Norte,2101152600000000.0,RO,1.0,jl,ji-parana,muitodistante,13,8.35383643575814,8.0,16,1,3,0,-5.0,12.0,7.0,-5.0
0.0,Azul,conjunto,Norte,274201500000000.0,AM,2.0,jl,manaus,muitodistante,4,4.965189459932682,5.0,7,1,3,1,1.0,4.0,5.0,1.0
21.0,Azul,conjunto,Norte,274201500000000.0,AM,1.0,jl,manaus,muitodistante,5,5.999314494908939,6.0,7,1,2,1,1.0,4.0,5.0,1.0
8.0,Azul,bebedouro,Norte,2689824200000000.0,PA,2.0,jl,ananindeua,muitodistante,6,5.780259931221277,6.0,12,1,6,1,0.0,6.0,5.0,-1.0
10.0,Azul,aspirador,Norte,3.3815764e+16,RR,2.0,jl,boavista,muitodistante,13,8.08073291565153,8.0,13,1,0,0,-5.0,13.0,8.0,-5.0
11.0,Azul,aspirador,Norte,2689824200000000.0,PA,2.0,jl,ananindeua,muitodistante,6,5.942696518284982,6.0,12,1,6,1,0.0,6.0,6.0,0.0
13.0,Azul,panela,Norte,274201500000000.0,AM,2.0,jl,manaus,muitodistante,4,5.599551206158663,6.0,7,1,3,1,2.0,4.0,5.0,1.0
13.0,Azul,filtro/refil,Norte,2689824200000000.0,PA,2.0,jl,ananindeua,muitodistante,4,5.9543992163492305,6.0,12,1,8,1,2.0,4.0,5.0,1.0
22.0,Mira,maquina,Norte,274201500000000.0,AM,1.0,jl,manaus,muitodistante,21,21.919526846152493,22.0,30,1,9,1,1.0,20.0,20.0,0.0
12.0,Mira,maquina,Norte,2679220000000000.0,PA,2.0,jl,belem,muitodistante,14,12.217504333936242,12.0,19,1,5,0,-2.0,14.0,11.0,-3.0
13.0,Mira,lava-loucas,Norte,274201500000000.0,AM,2.0,jl,manaus,muitodistante,20,21.235131543186608,21.0,33,1,13,1,1.0,20.0,20.0,0.0
20.0,Bertolini,coifa,Norte,2.4189735e+16,RO,2.0,jl,portovelho,muitodistante,14,12.645276668177928,13.0,35,1,21,0,-1.0,13.0,12.0,-1.0
23.0,Bertolini,coifa,Norte,2689824200000000.0,PA,2.0,jl,ananindeua,muitodistante,14,13.312843246077176,13.0,34,1,20,0,-1.0,13.0,12.0,-1.0
23.0,Bertolini,adega,Norte,2349894700000000.0,RO,2.0,jl,guajara-mirim,muitodistante,15,15.486406172062214,15.0,39,1,24,1,0.0,14.0,14.0,0.0
0.0,Bertolini,lava-loucas,Norte,2.2415997e+16,PA,3.0,jl,maraba,muitodistante,11,12.403047020375556,12.0,33,1,22,1,1.0,11.0,12.0,1.0
7.0,Bertolini,purificador,Norte,1.8247398e+16,RO,3.0,jl,cerejeiras,muitodistante,12,14.472604714584147,14.0,39,1,27,1,2.0,12.0,14.0,2.0
19.0,Mira,maquina,Norte,2743528000000000.0,AM,2.0,jl,"manaus,amazonas,brasil",muitodistante,26,24.834861236026207,25.0,33,1,7,0,-1.0,25.0,24.0,-1.0
13.0,Azul,coifa,Norte,2849373600000000.0,TO,3.0,jl,palmas,curtadistancia,4,5.4637354298015754,5.0,11,1,7,1,1.0,4.0,5.0,1.0
14.0,Azul,depurador,Norte,2.2415997e+16,PA,3.0,jl,maraba,muitodistante,6,6.55682907301725,7.0,14,1,8,1,1.0,6.0,5.0,-1.0
11.0,Mira,geladeira/refrigerador,Norte,2849373600000000.0,TO,6.0,jl,palmas,curtadistancia,11,10.698860116950453,11.0,16,1,5,1,0.0,10.0,9.0,-1.0
0.0,Mira,geladeira,Norte,2679220000000000.0,PA,0.0,jl,belem,muitodistante,10,11.408139849716072,11.0,21,1,11,1,1.0,10.0,11.0,1.0
10.0,Mira,geladeira,Norte,2679220000000000.0,PA,0.0,jl,belem,muitodistante,8,11.692456282182386,12.0,21,1,13,1,4.0,8.0,11.0,3.0
15.0,Mira,geladeira/refrigerador,Norte,2679220000000000.0,PA,0.0,jl,belem,muitodistante,9,13.313742843125816,13.0,21,1,12,1,4.0,8.0,11.0,3.0
8.0,Mira,fogao,Norte,2679220000000000.0,PA,0.0,jl,belem,muitodistante,10,11.251649256148141,11.0,15,1,5,1,1.0,9.0,11.0,2.0
8.0,Mira,geladeira,Norte,274201500000000.0,AM,1.0,jl,manaus,muitodistante,21,21.239263209362008,21.0,34,1,13,1,0.0,20.0,20.0,0.0
10.0,Mira,freezer,Norte,274201500000000.0,AM,4.0,jl,manaus,muitodistante,24,21.167110599236665,21.0,34,1,10,0,-3.0,19.0,20.0,1.0
20.0,Mira,lava,Norte,274201500000000.0,AM,5.0,jl,manaus,muitodistante,25,22.351750188621892,22.0,36,1,11,0,-3.0,21.0,20.0,-1.0
13.0,Mira,geladeira,Norte,274201500000000.0,AM,2.0,jl,manaus,muitodistante,21,21.60762665264901,22.0,33,1,12,1,1.0,20.0,20.0,0.0
10.0,Mira,freezer,Norte,274201500000000.0,AM,2.0,jl,manaus,muitodistante,21,21.04274913263753,21.0,33,1,12,1,0.0,20.0,20.0,0.0
13.0,Mira,geladeira/refrigerador,Norte,2679220000000000.0,PA,2.0,jl,belem,muitodistante,12,13.08348257664224,13.0,20,1,8,1,1.0,11.0,11.0,0.0
14.0,Mira,freezer,Norte,2127565300000000.0,TO,2.0,jl,riachinho,muitodistante,18,16.879604079124984,17.0,34,1,16,0,-1.0,17.0,15.0,-2.0
14.0,Mira,geladeira,Norte,2849373600000000.0,TO,3.0,jl,palmas,curtadistancia,11,11.47224297271633,11.0,18,1,7,1,0.0,10.0,10.0,0.0
16.0,Mira,geladeira/refrigerador,Norte,2679220000000000.0,PA,3.0,jl,belem,muitodistante,11,13.549109457322723,14.0,20,1,9,1,3.0,10.0,12.0,2.0
18.0,Mira,geladeira,Norte,2679220000000000.0,PA,3.0,jl,belem,muitodistante,11,13.119282714201926,13.0,20,1,9,1,2.0,10.0,12.0,2.0
22.0,Mira,geladeira/refrigerador,Norte,2.23702e+16,TO,3.0,jl,augustinopolis,muitodistante,19,17.591325080599304,18.0,34,1,15,0,-1.0,18.0,15.0,-3.0
10.0,Mira,geladeira,Norte,2689824200000000.0,PA,6.0,jl,ananindeua,muitodistante,15,11.31289933313711,11.0,22,1,7,0,-4.0,13.0,10.0,-3.0
8.0,Mira,geladeira/refrigerador,Norte,1.6406127e+16,TO,1.0,jl,lagoadaconfusao,muitodistante,21,14.227531458126762,14.0,30,1,9,0,-7.0,21.0,13.0,-8.0
11.0,Mira,geladeira,Norte,274201500000000.0,AM,1.0,jl,manaus,muitodistante,15,21.123459725377124,21.0,30,1,15,1,6.0,14.0,20.0,6.0
13.0,Mira,geladeira,Norte,2679220000000000.0,PA,1.0,jl,belem,muitodistante,8,12.22114326899596,12.0,20,1,12,1,4.0,7.0,11.0,4.0
17.0,Mira,geladeira,Norte,1.4249355e+16,TO,1.0,jl,arraias,longadistancia,15,16.74261269353218,17.0,29,1,14,1,2.0,14.0,15.0,1.0
22.0,Mira,freezer,Norte,2679220000000000.0,PA,1.0,jl,belem,muitodistante,12,12.774447330026451,13.0,20,1,8,1,1.0,11.0,11.0,0.0
12.0,Mira,freezer,Norte,2689824200000000.0,PA,2.0,jl,ananindeua,muitodistante,12,12.007619460448536,12.0,21,1,9,1,0.0,12.0,11.0,-1.0
20.0,Mira,geladeira,Norte,2679220000000000.0,PA,2.0,jl,belem,muitodistante,12,12.642969041587339,13.0,20,1,8,1,1.0,12.0,11.0,-1.0
13.0,Mira,geladeira/refrigerador,Norte,274201500000000.0,AM,3.0,jl,manaus,muitodistante,21,21.77183416687106,22.0,32,1,11,1,1.0,21.0,20.0,-1.0
19.0,Mira,geladeira,Norte,2679220000000000.0,PA,3.0,jl,belem,muitodistante,14,13.119282714201926,13.0,20,1,6,0,-1.0,14.0,11.0,-3.0
21.0,Mira,geladeira,Norte,2679220000000000.0,PA,3.0,jl,belem,muitodistante,14,13.20035919316022,13.0,20,1,6,0,-1.0,14.0,11.0,-3.0
10.0,Mira,geladeira,Norte,2679220000000000.0,PA,4.0,jl,belem,muitodistante,12,13.01578087593293,13.0,20,1,8,1,1.0,12.0,12.0,0.0
18.0,Mira,geladeira,Norte,2689824200000000.0,PA,4.0,jl,ananindeua,muitodistante,10,12.875083674882012,13.0,23,1,13,1,3.0,10.0,11.0,1.0
15.0,Mira,geladeira,Norte,2679220000000000.0,PA,4.0,jl,belem,muitodistante,11,13.232589388748988,13.0,20,1,9,1,2.0,9.0,11.0,2.0
